category,extid,label,namespace,parent,priority,species,species_id,syn,syn_typ,pref_lbl,pref_id,enabled
gene,PR:000005165,CMRF35-like molecule 6,protein,,4.0,any,3.0,IgSF16,exact,CD300c,PR:000005165,True
gene,PR:000005168,CMRF35-like molecule 1,protein,,4.0,any,3.0,IgSF13,exact,CD300f,PR:000005168,True
gene,PR:000001414,CMRF35-like molecule 8,protein,,4.0,any,3.0,IgSF12,exact,CD300A,PR:000001414,True
gene,PR:000001286,B-cell antigen receptor complex-associated protein beta chain,protein,,4.0,any,3.0,Ig-beta,exact,CD79b,PR:000001286,True
gene,PR:000001285,B-cell antigen receptor complex-associated protein alpha chain,protein,,4.0,any,3.0,Ig-alpha,exact,CD79a,PR:000001285,True
gene,PR:000001361,interferon gamma receptor alpha chain,protein,,2.0,any,3.0,Ifngr,related,CD119,PR:000001361,True
gene,PR:000009140,integrin beta-4,protein,,4.0,any,3.0,ITGB4,exact,CD104,PR:000009140,True
gene,PR:000002042,integrin beta-3,protein,,4.0,any,3.0,ITGB3,exact,CD61,PR:000002042,True
gene,PR:000002041,integrin beta-2,protein,,4.0,any,3.0,ITGB2,exact,CD18,PR:000002041,True
gene,PR:000002040,integrin beta-1,protein,,4.0,any,3.0,ITGB1,exact,CD29,PR:000002040,True
gene,PR:000001013,integrin alpha-X,protein,,4.0,any,3.0,ITGAX,exact,CD11c,PR:000001013,True
gene,PR:000009135,integrin alpha-V,protein,,4.0,any,3.0,ITGAV,exact,CD51,PR:000009135,True
gene,PR:000001012,integrin alpha-M,protein,,4.0,any,3.0,ITGAM,exact,CD11b,PR:000001012,True
gene,PR:000001011,integrin alpha-L,protein,,4.0,any,3.0,ITGAL,exact,CD11a,PR:000001011,True
gene,PR:000001010,integrin alpha-E,protein,,4.0,any,3.0,ITGAE,exact,CD103,PR:000001010,True
gene,PR:000001009,integrin alpha-D,protein,,4.0,any,3.0,ITGAD,exact,CD11d,PR:000001009,True
gene,PR:000009127,integrin alpha-IIb,protein,,2.0,any,3.0,ITGAB,related,CD41,PR:000009127,True
gene,PR:000009131,integrin alpha-6,protein,,4.0,any,3.0,ITGA6,exact,CD49f,PR:000009131,True
gene,PR:000009130,integrin alpha-5,protein,,4.0,any,3.0,ITGA5,exact,CD49e,PR:000009130,True
gene,PR:000009129,integrin alpha-4,protein,,4.0,any,3.0,ITGA4,exact,CD49d,PR:000009129,True
gene,PR:000009128,integrin alpha-3,protein,,4.0,any,3.0,ITGA3,exact,CD49c,PR:000009128,True
gene,PR:000009127,integrin alpha-IIb,protein,,4.0,any,3.0,ITGA2B,exact,CD41,PR:000009127,True
gene,PR:000001008,integrin alpha-2,protein,,4.0,any,3.0,ITGA2,exact,CD49b,PR:000001008,True
gene,PR:000001007,integrin alpha-1,protein,,4.0,any,3.0,ITGA1,exact,CD49a,PR:000001007,True
gene,PR:000009123,T-cell immunomodulatory protein,protein,,4.0,any,3.0,ITFG1,exact,ITFG1,PR:000009123,True
gene,PR:000001414,CMRF35-like molecule 8,protein,,4.0,any,3.0,IRp60,exact,CD300A,PR:000001414,True
gene,PR:000007440,Fc receptor-like protein 1,protein,,2.0,any,3.0,IRTA5,related,CD307a,PR:000007440,True
gene,PR:000007441,Fc receptor-like protein 2,protein,,2.0,any,3.0,IRTA4,related,CD307b,PR:000007441,True
gene,PR:000007442,Fc receptor-like protein 3,protein,,2.0,any,3.0,IRTA3,related,CD307c,PR:000007442,True
gene,PR:000001314,Fc receptor-like protein 5,protein,,2.0,any,3.0,IRTA2,related,CD307e,PR:000001314,True
gene,PR:000007443,Fc receptor-like protein 4,protein,,2.0,any,3.0,IRTA1,related,IRTA1,PR:000007443,True
gene,PR:000005166,CMRF35-like molecule 7,protein,,2.0,any,3.0,IREM3,related,CD300b,PR:000005166,True
gene,PR:000001413,CMRF35-like molecule 2,protein,,2.0,any,3.0,IREM2,related,CD300e,PR:000001413,True
gene,PR:000005168,CMRF35-like molecule 1,protein,,2.0,any,3.0,IREM1,related,CD300f,PR:000005168,True
gene,PR:000005166,CMRF35-like molecule 7,protein,,4.0,any,3.0,IREM-3,exact,CD300b,PR:000005166,True
gene,PR:000001413,CMRF35-like molecule 2,protein,,4.0,any,3.0,IREM-2,exact,CD300e,PR:000001413,True
gene,PR:000005168,CMRF35-like molecule 1,protein,,4.0,any,3.0,IREM-1,exact,CD300f,PR:000005168,True
gene,PR:000001833,SLAM family member 1,protein,,4.0,any,3.0,IPO-3,exact,CD150,PR:000001833,True
gene,PR:000009064,insulin receptor,protein,,4.0,any,3.0,INSR,exact,CD220,PR:000009064,True
gene,PR:000001970,vascular cell adhesion protein 1,protein,,4.0,any,3.0,INCAM-100,exact,CD106,PR:000001970,True
gene,PR:000001398,leukocyte immunoglobulin-like receptor subfamily A member 4,protein,,2.0,any,3.0,ILT7,related,CD85g,PR:000001398,True
gene,PR:000009805,leukocyte immunoglobulin-like receptor subfamily A member 3,protein,,2.0,any,3.0,ILT6,related,CD85e,PR:000009805,True
gene,PR:000009810,leukocyte immunoglobulin-like receptor subfamily B member 3,protein,,2.0,any,3.0,ILT5,related,CD85a,PR:000009810,True
gene,PR:000009809,leukocyte immunoglobulin-like receptor subfamily B member 2,protein,,2.0,any,3.0,ILT4,related,CD85d,PR:000009809,True
gene,PR:000009811,leukocyte immunoglobulin-like receptor subfamily B member 4,protein,,2.0,any,3.0,ILT3,related,CD85k,PR:000009811,True
gene,PR:000009808,leukocyte immunoglobulin-like receptor subfamily B member 1,protein,,2.0,any,3.0,ILT2,related,CD85j,PR:000009808,True
gene,PR:000009806,leukocyte immunoglobulin-like receptor subfamily A member 5,protein,,2.0,any,3.0,ILT11,related,CD85f,PR:000009806,True
gene,PR:000009804,leukocyte immunoglobulin-like receptor subfamily A member 2,protein,,2.0,any,3.0,ILT1,related,CD85h,PR:000009804,True
gene,PR:000001398,leukocyte immunoglobulin-like receptor subfamily A member 4,protein,,4.0,any,3.0,ILT-7,exact,CD85g,PR:000001398,True
gene,PR:000009805,leukocyte immunoglobulin-like receptor subfamily A member 3,protein,,4.0,any,3.0,ILT-6,exact,CD85e,PR:000009805,True
gene,PR:000009810,leukocyte immunoglobulin-like receptor subfamily B member 3,protein,,4.0,any,3.0,ILT-5,exact,CD85a,PR:000009810,True
gene,PR:000009809,leukocyte immunoglobulin-like receptor subfamily B member 2,protein,,4.0,any,3.0,ILT-4,exact,CD85d,PR:000009809,True
gene,PR:000009811,leukocyte immunoglobulin-like receptor subfamily B member 4,protein,,4.0,any,3.0,ILT-3,exact,CD85k,PR:000009811,True
gene,PR:000009808,leukocyte immunoglobulin-like receptor subfamily B member 1,protein,,4.0,any,3.0,ILT-2,exact,CD85j,PR:000009808,True
gene,PR:000009806,leukocyte immunoglobulin-like receptor subfamily A member 5,protein,,4.0,any,3.0,ILT-11,exact,CD85f,PR:000009806,True
gene,PR:000009804,leukocyte immunoglobulin-like receptor subfamily A member 2,protein,,4.0,any,3.0,ILT-1,exact,CD85h,PR:000009804,True
gene,PR:000001965,tumor necrosis factor receptor superfamily member 9,protein,,2.0,any,3.0,ILA,related,CD137,PR:000001965,True
gene,PR:000001397,interleukin-9 receptor,protein,,4.0,any,3.0,IL9R,exact,CD129,PR:000001397,True
gene,PR:000001257,C-X-C chemokine receptor type 2,protein,,2.0,any,3.0,IL8RB,related,CD182,PR:000001257,True
gene,PR:000001256,C-X-C chemokine receptor type 1,protein,,2.0,any,3.0,IL8RA,related,CD181,PR:000001256,True
gene,PR:000001869,interleukin-7 receptor subunit alpha,protein,,4.0,any,3.0,IL7R,exact,CD127,PR:000001869,True
gene,PR:000007097,ectonucleoside triphosphate diphosphohydrolase 6,protein,,2.0,any,3.0,IL6ST2,related,CD39L2,PR:000007097,True
gene,PR:000001868,interleukin-6 receptor subunit beta,protein,,4.0,any,3.0,IL6ST,exact,CD130,PR:000001868,True
gene,PR:000001394,interleukin-6 receptor subunit alpha,protein,,4.0,any,3.0,IL6R,exact,CD126,PR:000001394,True
gene,PR:000001393,interleukin-6,protein,,4.0,any,3.0,IL6,exact,CDF,PR:000001393,True
gene,PR:000001339,cytokine receptor common subunit beta,protein,,2.0,any,3.0,IL5RB,related,CD131,PR:000001339,True
gene,PR:000001867,interleukin-5 receptor subunit alpha,protein,,4.0,any,3.0,IL5RA,exact,CD125,PR:000001867,True
gene,PR:000001867,interleukin-5 receptor subunit alpha,protein,,2.0,any,3.0,IL5R,related,CD125,PR:000001867,True
gene,PR:000001866,interleukin-4 receptor subunit alpha,protein,,2.0,any,3.0,IL4RA,related,CD124,PR:000001866,True
gene,PR:000001866,interleukin-4 receptor subunit alpha,protein,,4.0,any,3.0,IL4R,exact,CD124,PR:000001866,True
gene,PR:000001339,cytokine receptor common subunit beta,protein,,2.0,any,3.0,IL3RB,related,CD131,PR:000001339,True
gene,PR:000001865,interleukin-3 receptor class 2 alpha chain,protein,,4.0,any,3.0,IL3RA,exact,CD123,PR:000001865,True
gene,PR:000001865,interleukin-3 receptor class 2 alpha chain,protein,,2.0,any,3.0,IL3R,related,CD123,PR:000001865,True
gene,PR:000001340,cytokine receptor common subunit gamma,protein,,4.0,any,3.0,IL2RG,exact,CD132,PR:000001340,True
gene,PR:000001381,interleukin-2 receptor subunit beta,protein,,4.0,any,3.0,IL2RB,exact,CD122,PR:000001381,True
gene,PR:000001380,interleukin-2 receptor subunit alpha,protein,,4.0,any,3.0,IL2RA,exact,CD25,PR:000001380,True
gene,PR:000008998,interleukin-21 receptor,protein,,4.0,any,3.0,IL21R,exact,CD360,PR:000008998,True
gene,PR:000001380,interleukin-2 receptor subunit alpha,protein,,4.0,any,3.0,IL2-RA,exact,CD25,PR:000001380,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,2.0,any,3.0,IL1RT1,related,CD121a,PR:000001363,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,2.0,any,3.0,IL1RRP,related,CD218a,PR:000001377,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,2.0,any,3.0,IL1RB,related,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,2.0,any,3.0,IL1RA,related,CD121a,PR:000001363,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,2.0,any,3.0,IL1R7,related,CD218b,PR:000001378,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,4.0,any,3.0,IL1R2,exact,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,4.0,any,3.0,IL1R1,exact,CD121a,PR:000001363,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,4.0,any,3.0,IL1R-rp,exact,CD218a,PR:000001377,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,2.0,any,3.0,IL1R,related,CD121a,PR:000001363,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL18RAP,exact,CD218b,PR:000001378,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,4.0,any,3.0,IL18R1,exact,CD218a,PR:000001377,True
gene,PR:000001375,interleukin-17 receptor A,protein,,4.0,any,3.0,IL17RA,exact,CD217,PR:000001375,True
gene,PR:000001375,interleukin-17 receptor A,protein,,2.0,any,3.0,IL17R,related,CD217,PR:000001375,True
gene,PR:000008981,interleukin-15 receptor subunit alpha,protein,,4.0,any,3.0,IL15RA,exact,CD215,PR:000008981,True
gene,PR:000001372,interleukin-13 receptor subunit alpha-2,protein,,4.0,any,3.0,IL13RA2,exact,CD213a2,PR:000001372,True
gene,PR:000001371,interleukin-13 receptor subunit alpha-1,protein,,4.0,any,3.0,IL13RA1,exact,CD213a1,PR:000001371,True
gene,PR:000001371,interleukin-13 receptor subunit alpha-1,protein,,2.0,any,3.0,IL13RA,related,CD213a1,PR:000001371,True
gene,PR:000001372,interleukin-13 receptor subunit alpha-2,protein,,2.0,any,3.0,IL13R,related,CD213a2,PR:000001372,True
gene,PR:000001367,interleukin-12 receptor subunit beta-1,protein,,4.0,any,3.0,IL12RB1,exact,CD212,PR:000001367,True
gene,PR:000001367,interleukin-12 receptor subunit beta-1,protein,,2.0,any,3.0,IL12RB,related,CD212,PR:000001367,True
gene,PR:000001367,interleukin-12 receptor subunit beta-1,protein,,2.0,any,3.0,IL12R,related,CD212,PR:000001367,True
gene,PR:000008979,interleukin-10 receptor subunit beta,protein,,4.0,any,3.0,IL10RB,exact,CDw210b,PR:000008979,True
gene,PR:000001365,interleukin-10 receptor subunit alpha,protein,,4.0,any,3.0,IL10RA,exact,CDw210a,PR:000001365,True
gene,PR:000001365,interleukin-10 receptor subunit alpha,protein,,2.0,any,3.0,IL10R,related,CDw210a,PR:000001365,True
gene,PR:000001397,interleukin-9 receptor,protein,,4.0,any,3.0,IL-9R,exact,CD129,PR:000001397,True
gene,PR:000001869,interleukin-7 receptor subunit alpha,protein,,4.0,any,3.0,IL-7RA,exact,CD127,PR:000001869,True
gene,PR:000001869,interleukin-7 receptor subunit alpha,protein,,4.0,any,3.0,IL-7R-alpha,exact,CD127,PR:000001869,True
gene,PR:000001868,interleukin-6 receptor subunit beta,protein,,4.0,any,3.0,IL-6RB,exact,CD130,PR:000001868,True
gene,PR:000001394,interleukin-6 receptor subunit alpha,protein,,4.0,any,3.0,IL-6RA,exact,CD126,PR:000001394,True
gene,PR:000001868,interleukin-6 receptor subunit beta,protein,,4.0,any,3.0,IL-6R-beta,exact,CD130,PR:000001868,True
gene,PR:000001394,interleukin-6 receptor subunit alpha,protein,,4.0,any,3.0,IL-6R-alpha,exact,CD126,PR:000001394,True
gene,PR:000001393,interleukin-6,protein,,4.0,any,3.0,IL-6,exact,CDF,PR:000001393,True
gene,PR:000001867,interleukin-5 receptor subunit alpha,protein,,4.0,any,3.0,IL-5RA,exact,CD125,PR:000001867,True
gene,PR:000001867,interleukin-5 receptor subunit alpha,protein,,4.0,any,3.0,IL-5R-alpha,exact,CD125,PR:000001867,True
gene,PR:000001866,interleukin-4 receptor subunit alpha,protein,,4.0,any,3.0,IL-4RA,exact,CD124,PR:000001866,True
gene,PR:000001866,interleukin-4 receptor subunit alpha,protein,,4.0,any,3.0,IL-4R-alpha,exact,CD124,PR:000001866,True
gene,PR:000001865,interleukin-3 receptor class 2 alpha chain,protein,,4.0,any,3.0,IL-3RA,exact,CD123,PR:000001865,True
gene,PR:000001865,interleukin-3 receptor class 2 alpha chain,protein,,4.0,any,3.0,IL-3R-alpha,exact,CD123,PR:000001865,True
gene,PR:000001340,cytokine receptor common subunit gamma,protein,,4.0,any,3.0,IL-2RG,exact,CD132,PR:000001340,True
gene,PR:000001381,interleukin-2 receptor subunit beta,protein,,4.0,any,3.0,IL-2RB,exact,CD122,PR:000001381,True
gene,PR:000008998,interleukin-21 receptor,protein,,4.0,any,3.0,IL-21R,exact,CD360,PR:000008998,True
gene,PR:000001380,interleukin-2 receptor subunit alpha,protein,,4.0,any,3.0,IL-2-RA,exact,CD25,PR:000001380,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,4.0,any,3.0,IL-1Rrp,exact,CD218a,PR:000001377,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,4.0,any,3.0,IL-1RT2,exact,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,4.0,any,3.0,IL-1RT1,exact,CD121a,PR:000001363,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,4.0,any,3.0,IL-1RT-2,exact,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,4.0,any,3.0,IL-1RT-1,exact,CD121a,PR:000001363,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-1RAcPL,exact,CD218b,PR:000001378,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-1R7,exact,CD218b,PR:000001378,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,4.0,any,3.0,IL-1R-beta,exact,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,4.0,any,3.0,IL-1R-alpha,exact,CD121a,PR:000001363,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-1R-7,exact,CD218b,PR:000001378,True
gene,PR:000001364,interleukin-1 receptor type II,protein,,4.0,any,3.0,IL-1R-2,exact,CD121b,PR:000001364,True
gene,PR:000001363,interleukin-1 receptor type I,protein,,4.0,any,3.0,IL-1R-1,exact,CD121a,PR:000001363,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-18Rbeta,exact,CD218b,PR:000001378,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-18RAcP,exact,CD218b,PR:000001378,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,4.0,any,3.0,IL-18R1,exact,CD218a,PR:000001377,True
gene,PR:000001378,interleukin-18 receptor accessory protein,protein,,4.0,any,3.0,IL-18R-beta,exact,CD218b,PR:000001378,True
gene,PR:000001377,interleukin-18 receptor 1,protein,,4.0,any,3.0,IL-18R-1,exact,CD218a,PR:000001377,True
gene,PR:000001375,interleukin-17 receptor A,protein,,4.0,any,3.0,IL-17RA,exact,CD217,PR:000001375,True
gene,PR:000008981,interleukin-15 receptor subunit alpha,protein,,4.0,any,3.0,IL-15RA,exact,CD215,PR:000008981,True
gene,PR:000008981,interleukin-15 receptor subunit alpha,protein,,4.0,any,3.0,IL-15R-alpha,exact,CD215,PR:000008981,True
gene,PR:000001372,interleukin-13 receptor subunit alpha-2,protein,,4.0,any,3.0,IL-13RA2,exact,CD213a2,PR:000001372,True
gene,PR:000001371,interleukin-13 receptor subunit alpha-1,protein,,4.0,any,3.0,IL-13RA1,exact,CD213a1,PR:000001371,True
gene,PR:000001372,interleukin-13 receptor subunit alpha-2,protein,,4.0,any,3.0,IL-13R-alpha-2,exact,CD213a2,PR:000001372,True
gene,PR:000001371,interleukin-13 receptor subunit alpha-1,protein,,4.0,any,3.0,IL-13R-alpha-1,exact,CD213a1,PR:000001371,True
gene,PR:000001367,interleukin-12 receptor subunit beta-1,protein,,4.0,any,3.0,IL-12RB1,exact,CD212,PR:000001367,True
gene,PR:000001367,interleukin-12 receptor subunit beta-1,protein,,4.0,any,3.0,IL-12R-beta-1,exact,CD212,PR:000001367,True
gene,PR:000008979,interleukin-10 receptor subunit beta,protein,,4.0,any,3.0,IL-10RB,exact,CDw210b,PR:000008979,True
gene,PR:000001365,interleukin-10 receptor subunit alpha,protein,,4.0,any,3.0,IL-10RA,exact,CDw210a,PR:000001365,True
gene,PR:000008979,interleukin-10 receptor subunit beta,protein,,4.0,any,3.0,IL-10R2,exact,CDw210b,PR:000008979,True
gene,PR:000001365,interleukin-10 receptor subunit alpha,protein,,4.0,any,3.0,IL-10R1,exact,CDw210a,PR:000001365,True
gene,PR:000001856,hyaluronan mediated motility receptor,protein,,2.0,any,3.0,IHABP,related,CD168,PR:000001856,True
gene,PR:000001090,immunoglobulin superfamily member 8,protein,,4.0,any,3.0,IGSF8,exact,CD316,PR:000001090,True
organism-gene,PR:Q8TDQ1,CMRF35-like molecule 1 (human),protein,PR:000005168,2.0,human,2.0,IGSF13,related,CD300F,PR:Q8TDQ1,True
organism-gene,PR:Q9UGN4,CMRF35-like molecule 8 (human),protein,PR:000001414,2.0,human,2.0,IGSF12,related,CD300a,PR:Q9UGN4,True
gene,PR:000031565,transmembrane and immunoglobulin domain-containing protein 2,protein,,2.0,any,3.0,IGPR1,related,IGPR1,PR:000031565,True
gene,PR:000031565,transmembrane and immunoglobulin domain-containing protein 2,protein,,4.0,any,3.0,IGPR-1,exact,IGPR1,PR:000031565,True
gene,PR:000001859,immunoglobulin lambda-like polypeptide 1,protein,,4.0,any,3.0,IGLL1,exact,CD179b,PR:000001859,True
gene,PR:000001859,immunoglobulin lambda-like polypeptide 1,protein,,2.0,any,3.0,IGL1,related,CD179b,PR:000001859,True
gene,PR:000001485,low affinity immunoglobulin gamma Fc region receptor III-B,protein,,2.0,any,3.0,IGFR3,related,CD16b,PR:000001485,True
gene,PR:000001482,low affinity immunoglobulin gamma Fc region receptor II-c,protein,,2.0,any,3.0,IGFR2,related,CD32,PR:000001482,True
gene,PR:000001465,high affinity immunoglobulin gamma Fc receptor I,protein,,2.0,any,3.0,IGFR1,related,CD64,PR:000001465,True
gene,PR:000001333,cation-independent mannose-6-phosphate receptor,protein,,4.0,any,3.0,IGF2R,exact,CD222,PR:000001333,True
gene,PR:000003273,insulin-like growth factor 1 receptor,protein,,4.0,any,3.0,IGF1R,exact,CD221,PR:000003273,True
gene,PR:000001880,low affinity immunoglobulin epsilon Fc receptor,protein,,2.0,any,3.0,IGEBF,related,CD23,PR:000001880,True
gene,PR:000008941,immunoglobulin-binding protein 1,protein,,4.0,any,3.0,IGBP1,exact,p52,PR:000008941,True
gene,PR:000001286,B-cell antigen receptor complex-associated protein beta chain,protein,,2.0,any,3.0,IGB,related,CD79b,PR:000001286,True
gene,PR:000001285,B-cell antigen receptor complex-associated protein alpha chain,protein,,2.0,any,3.0,IGA,related,CD79a,PR:000001285,True
gene,PR:000008939,intraflagellar transport protein 81,protein,,4.0,any,3.0,IFT81,exact,CDV1,PR:000008939,True
gene,PR:000001361,interferon gamma receptor alpha chain,protein,,4.0,any,3.0,IFNGR1,exact,CD119,PR:000001361,True
gene,PR:000001393,interleukin-6,protein,,2.0,any,3.0,IFNB2,related,CDF,PR:000001393,True
gene,PR:000001361,interferon gamma receptor alpha chain,protein,,4.0,any,3.0,IFN-gamma-R1,exact,CD119,PR:000001361,True
gene,PR:000001393,interleukin-6,protein,,4.0,any,3.0,IFN-beta-2,exact,CDF,PR:000001393,True
organism-gene,PR:P13164,interferon-induced transmembrane protein 1 (human),protein,,2.0,human,2.0,IFI17,related,CD225,PR:P13164,True
gene,PR:000007441,Fc receptor-like protein 2,protein,,2.0,any,3.0,IFGP4,related,CD307b,PR:000007441,True
gene,PR:000007442,Fc receptor-like protein 3,protein,,2.0,any,3.0,IFGP3,related,CD307c,PR:000007442,True
gene,PR:000007443,Fc receptor-like protein 4,protein,,2.0,any,3.0,IFGP2,related,IRTA1,PR:000007443,True
